,sentence_id,word_id,word,nFix,FFD,GPT,TRT,fixProp,tag
0,0,0,Carlucci,28.397565922920887,4.642973378911344,6.190631171881792,10.343593776216284,94.11764705882352,"('NN', 'NOUN')"
1,0,1,was,12.981744421906694,3.534384646329064,5.26397713283052,4.565347909671447,76.47058823529412,"('VBD', 'VERB')"
2,0,2,deputy,25.152129817444216,5.8097812134235465,9.926356879051838,9.145250594825374,100.0,"('NN', 'NOUN')"
3,0,3,defense,20.28397565922921,5.2615513369167735,8.09245516825927,8.359292718771416,88.23529411764706,"('NN', 'NOUN')"
4,0,4,secretary,17.849898580121703,4.135982032938266,4.507128807741524,5.68606562182246,88.23529411764706,"('NN', 'NOUN')"
5,0,5,from,12.981744421906694,4.429503338501626,5.169371092194396,5.295512479709228,82.35294117647058,"('IN', 'ADP')"
6,0,6,1981,17.038539553752535,5.6521044790300055,11.94461907928916,7.105156231364329,94.11764705882352,"('CD', 'NUM')"
7,0,7,until,11.359026369168356,3.2166053816282347,3.968602114889738,3.786667421358729,64.70588235294117,"('IN', 'ADP')"
8,0,8,"1986,",15.415821501014198,3.738151503083793,7.680069862922317,7.228871822965415,70.58823529411765,"('CD', 'NUM')"
9,0,9,national,19.47261663286004,3.694487176636352,8.643110840679789,6.894111986868359,82.35294117647058,"('JJ', 'ADJ')"
10,0,10,security,20.28397565922921,4.252420236798112,6.098450927159414,7.313774679946552,94.11764705882352,"('NN', 'NOUN')"
11,0,11,advisor,13.79310344827586,3.6726550134126303,4.296084563245554,4.689063501272533,76.47058823529412,"('NN', 'NOUN')"
12,0,12,from,8.924949290060852,2.7508525661888523,2.7508525661888523,2.7508525661888523,64.70588235294117,"('IN', 'ADP')"
13,0,13,1986,10.547667342799189,5.334325214329176,5.581756397531349,5.994141702868301,64.70588235294117,"('CD', 'NUM')"
14,0,14,until,6.490872210953347,2.2826739548357238,3.199624810232008,2.7823879130675606,41.17647058823529,"('IN', 'ADP')"
15,0,15,"1987,",12.170385395537524,4.332471501951756,6.581184313995024,5.394970112172846,70.58823529411765,"('CD', 'NUM')"
16,0,16,and,8.924949290060852,2.76783313758508,2.932787259719861,2.932787259719861,58.82352941176471,"('CC', 'CONJ')"
17,0,17,defense,14.604462474645027,4.412522767105399,5.606014356668816,5.606014356668816,76.47058823529412,"('NN', 'NOUN')"
18,0,18,secretary,12.170385395537524,3.017690116700998,4.135982032938266,3.60473272782772,70.58823529411765,"('NN', 'NOUN')"
19,0,19,in,2.4340770791075053,0.6452617130566444,0.6452617130566444,0.6452617130566444,17.647058823529413,"('IN', 'ADP')"
20,0,20,"1987,",13.79310344827586,4.225736481746897,5.443486030447782,5.826761784819774,70.58823529411765,"('CD', 'NUM')"
21,0,21,following,16.227180527383368,4.247568644970618,6.003844886523289,5.3779895407766185,88.23529411764706,"('VBG', 'VERB')"
22,0,22,the,2.4340770791075053,0.5288235091967989,0.5288235091967989,0.5288235091967989,17.647058823529413,"('DT', 'DET')"
23,0,23,resignation,21.90669371196754,4.504703011827777,7.667940883353583,7.532096312183763,94.11764705882352,"('NN', 'NOUN')"
24,0,24,of,3.2454361054766734,1.030963263342383,1.030963263342383,1.030963263342383,23.52941176470588,"('IN', 'ADP')"
25,0,25,"Weinberger,",17.038539553752535,4.83461125609734,6.341030518534091,6.341030518534091,88.23529411764706,"('NN', 'NOUN')"
26,0,26,his,5.679513184584178,2.093461873563474,2.093461873563474,2.093461873563474,41.17647058823529,"('PRP$', 'PRON')"
27,0,27,nomination,18.66125760649087,4.407671175277906,6.404101212291508,6.702474109682363,82.35294117647058,"('NN', 'NOUN')"
28,0,28,by,3.2454361054766734,0.6937776313315801,0.9994279164636748,0.9994279164636748,17.647058823529413,"('IN', 'ADP')"
29,0,29,President,12.981744421906694,4.024395420905914,5.137835745315687,5.251848153261786,70.58823529411765,"('NNP', 'NOUN')"
30,0,30,Ronald,14.604462474645027,3.582900564603999,4.582328481067674,4.376135828399198,82.35294117647058,"('NNP', 'NOUN')"
31,0,31,Reagan,11.359026369168356,2.784813708981308,2.9958579534772776,2.9958579534772776,76.47058823529412,"('NNP', 'NOUN')"
32,0,32,and,4.8681541582150105,1.6737991804852803,1.6737991804852803,1.6737991804852803,35.294117647058826,"('CC', 'CONJ')"
33,0,33,his,11.359026369168356,3.214179585714488,4.48772244043155,3.478591340312888,70.58823529411765,"('PRP$', 'PRON')"
34,0,34,confirmation,21.90669371196754,4.395542195709172,6.36528847767156,7.153672149639265,100.0,"('NN', 'NOUN')"
35,0,35,in,0.8113590263691683,0.1431219589110602,0.1431219589110602,0.1431219589110602,5.88235294117647,"('IN', 'ADP')"
36,0,36,the,8.924949290060852,2.97159999433981,4.57747688924018,3.25056652442069,58.82352941176471,"('DT', 'DET')"
37,0,37,Senate,19.47261663286004,3.9516215434935114,7.735863168938493,6.037806029315744,94.11764705882352,"('NNP', 'NOUN')"
38,0,38,by,4.8681541582150105,1.3414651403019713,3.628990686965188,1.3414651403019713,35.294117647058826,"('IN', 'ADP')"
39,0,39,a,8.113590263691684,3.269972891730664,4.351877869261729,3.490720319881621,52.94117647058824,"('DT', 'DET')"
40,0,40,vote,12.981744421906694,3.6144359114827074,7.580612230458698,4.279103991849326,76.47058823529412,"('NN', 'NOUN')"
41,0,41,of,5.679513184584178,1.892120812722491,6.797080150318487,1.892120812722491,41.17647058823529,"('IN', 'ADP')"
42,0,42,91,10.547667342799189,4.388264807967931,7.1439689659842776,5.317344642932949,64.70588235294117,"('CD', 'NUM')"
